"Date","AvgDO"
2018-10-10,3.51534791666667
2018-10-11,4.17982625
2018-10-12,5.7782990625
2018-10-13,6.78489583333333
2018-10-14,7.09954854166667
2018-10-15,7.18274260416667
2018-10-16,7.878264375
2018-10-17,7.91861083333333
2018-10-18,8.06173572916667
2018-10-19,7.89343802083333
2018-10-20,7.61524322916667
2018-10-21,8.01204854166667
2018-10-22,8.20013864583333
2018-10-23,7.8960071875
2018-10-24,7.6227084375
2018-10-25,7.97163197916667
2018-10-26,8.16305541666667
2018-10-27,8.43999989583333
2018-10-28,8.08968760416667
2018-10-29,8.2688534375
2018-10-30,9.30392395833333
2018-10-31,9.39461854166667
2018-11-01,8.96819416666667
2018-11-02,8.81586822916667
2018-11-03,8.10114583333333
2018-11-04,8.661528125
2018-11-05,8.575346875
2018-11-06,8.4072915625
2018-11-07,9.33902791666667
NA,NA
