"site","Time","Date","Dissolved Oxygen","TimeStamp"
"NeuseDown1",07:45:00,2017-09-26,7.66,"After"
"NeuseDown1",08:00:00,2017-09-26,7.6,"After"
"NeuseDown1",08:15:00,2017-09-26,7.69667,"After"
"NeuseDown1",08:30:00,2017-09-26,7.72333,"After"
"NeuseDown1",08:45:00,2017-09-26,7.73333,"After"
"NeuseDown1",09:00:00,2017-09-26,7.79667,"After"
"NeuseDown1",09:15:00,2017-09-26,7.70667,"After"
"NeuseDown1",09:30:00,2017-09-26,7.73333,"After"
"NeuseDown1",09:45:00,2017-09-26,7.76,"After"
"NeuseDown1",10:00:00,2017-09-26,7.78333,"After"
"NeuseDown1",10:15:00,2017-09-26,7.75667,"After"
"NeuseDown1",10:30:00,2017-09-26,7.78333,"After"
"NeuseDown1",10:45:00,2017-09-26,7.74667,"After"
"NeuseDown1",11:00:00,2017-09-26,7.80333,"After"
"NeuseDown1",11:15:00,2017-09-26,7.78667,"After"
"NeuseDown1",11:30:00,2017-09-26,7.80333,"After"
"NeuseDown1",11:45:00,2017-09-26,7.79333,"After"
"NeuseDown1",12:00:00,2017-09-26,7.75667,"After"
"NeuseDown1",12:15:00,2017-09-26,7.77667,"After"
"NeuseDown1",12:30:00,2017-09-26,7.79667,"After"
"NeuseDown1",12:45:00,2017-09-26,7.83,"After"
"NeuseDown1",13:00:00,2017-09-26,7.83667,"After"
"NeuseDown1",13:15:00,2017-09-26,7.85667,"After"
"NeuseDown1",13:30:00,2017-09-26,7.89333,"After"
"NeuseDown1",13:45:00,2017-09-26,7.9,"After"
"NeuseDown1",14:00:00,2017-09-26,7.95333,"After"
"NeuseDown1",14:15:00,2017-09-26,7.95667,"After"
"NeuseDown1",14:30:00,2017-09-26,7.96333,"After"
"NeuseDown1",14:45:00,2017-09-26,7.94333,"After"
"NeuseDown1",15:00:00,2017-09-26,7.96,"After"
"NeuseDown1",15:15:00,2017-09-26,7.98333,"After"
"NeuseDown1",15:30:00,2017-09-26,7.97667,"After"
"NeuseDown1",15:45:00,2017-09-26,7.97333,"After"
"NeuseDown1",16:00:00,2017-09-26,7.94,"After"
"NeuseDown1",16:15:00,2017-09-26,7.89667,"After"
"NeuseDown1",16:30:00,2017-09-26,7.89333,"After"
